adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,poverty_incidence_2023,poverty_standard_error_2023,poverty_coefficient_of_variation_2023,poverty_ci_lower_2023,poverty_ci_upper_2023,poverty_threshold_php_2023,poverty_precision_flag,poverty_source_year,poverty_source_type,poverty_join_status,registry_clinical,osm_health,registry_gap_share,buildings_p85,underobserved_buildings_adm3_p85_proxy,gap_poverty_context_p85_proxy,poverty_source_label,poverty_source_url,area_sqkm,buildings_all,buildings_p90,building_area_m2_all,building_area_m2_p85,building_area_m2_p90,buildings_p85_per_sqkm,registry_all,registry_principal,osm_hospital,osm_clinic,osm_doctors,registry_minus_osm_clinical,osm_to_registry_clinical_ratio
Region VII (Central Visayas),PH07,Cebu,PH07022,Malabuyoc,PH0702229,31.4744,4.596,14.6023,23.914,39.0347,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,16,0,1.0,1508,1508,475.0,Malabuyoc,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,82.022,5421,563,345198.8,161893.2,86327.5,18.39,18,3,0,0,0,16,0.0
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Calayan,PH0201509,9.8796,3.0903,31.2797,4.796,14.9631,,cv_gt_30_high_uncertainty,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,1,0.9231,1632,1506,149.0,Calayan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,502.7156,6389,384,304867.2,135855.4,51996.6,3.25,13,2,0,1,0,12,0.0769
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Balbalan,PH1403201,7.8018,1.2814,16.4246,5.6938,9.9097,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,16,1,0.9375,1604,1504,117.0,Balbalan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,631.9749,8788,295,419529.8,145308.1,43532.1,2.54,16,2,1,0,0,15,0.0625
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,San Emilio,PH0102917,10.1579,1.7349,17.0797,7.3039,13.0118,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,1503,1503,153.0,San Emilio,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,151.4479,5397,422,336002.3,163166.0,70947.1,9.92,7,2,0,0,0,7,0.0
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Luisiana,PH0403412,13.3372,1.6634,12.4721,10.6009,16.0736,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,6,0.5385,2784,1499,200.0,Luisiana,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,74.9742,7316,1176,579663.1,341722.7,202431.9,37.13,14,3,1,5,0,7,0.4615
Region VII (Central Visayas),PH07,Bohol,PH07012,Dimiao,PH0701220,19.2492,1.3061,6.7854,17.1006,21.3978,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,12,1,0.9167,1631,1495,288.0,Dimiao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,54.3805,3875,746,322041.5,193975.1,115368.5,29.99,13,3,0,0,1,11,0.0833
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Basilan,PH19007,Akbar,PH1900708,50.409,10.1466,20.1286,33.7178,67.1002,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,10,1,0.9,1661,1495,754.0,Akbar,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,30.8109,2453,906,149015.6,121303.1,79041.6,53.91,10,1,0,0,1,9,0.1
Mimaropa Region,PH17,Romblon,PH17059,Cajidiocan,PH1705903,41.9209,3.6036,8.5962,35.993,47.8489,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,2,0.8667,1724,1494,626.0,Cajidiocan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,127.4938,4879,760,349546.0,190449.8,105996.4,13.52,15,2,1,1,0,13,0.1333
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Tawi-Tawi,PH19070,Mapun (Cagayan de Tawi-Tawi),PH1907003,58.2034,8.6034,14.7817,44.0508,72.356,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,0,1.0,1490,1490,867.0,Mapun (Cagayan De Tawi-Tawi),https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,71.1996,7535,43,449390.8,153711.0,12605.4,20.93,15,2,0,0,0,15,0.0
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Cavinti,PH0403407,10.9546,1.9071,17.4091,7.8174,14.0917,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,2,0.8571,1737,1489,163.0,Cavinti,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,116.0499,6289,410,514191.3,227242.1,89951.2,14.97,14,1,0,1,1,12,0.1429
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Bayang,PH1903604,22.7037,3.4614,15.2458,17.0098,28.3976,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,4,0,1.0,1484,1484,337.0,Bayang,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,21.4558,2352,677,184973.7,137016.1,76674.7,69.17,4,1,0,0,0,4,0.0
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Banayoyo,PH0102902,5.4269,1.4659,27.0128,3.0154,7.8383,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,1480,1480,80.0,Banayoyo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,25.094,4335,523,319723.6,179584.4,87709.9,58.98,7,2,0,0,0,7,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Pagayawan (Tatarikan),PH1903620,28.6377,3.2,11.1741,23.3737,33.9017,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,1,0,1.0,1480,1480,424.0,Pagayawan (Tatarikan),https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,48.69,2289,654,153220.2,116722.6,64099.0,30.4,1,1,0,0,0,1,0.0
Region V (Bicol Region),PH05,Albay,PH05005,Manito,PH0500511,34.4227,3.1195,9.0622,29.2912,39.5542,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,2,0.7143,2063,1474,507.0,Manito,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,94.2104,7322,666,366178.3,157407.2,73794.7,21.9,7,3,1,1,0,5,0.2857
Region VII (Central Visayas),PH07,Bohol,PH07012,Lila,PH0701227,24.9358,1.4248,5.7138,22.592,27.2795,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,0,1.0,1473,1473,367.0,Lila,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,17.8821,3986,647,325281.8,187697.4,108144.6,82.37,19,2,0,0,0,19,0.0
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Kinoguitan,PH1004312,28.6032,3.7887,13.2458,22.3707,34.8356,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,0,1.0,1472,1472,421.0,Kinoguitan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,44.2692,3872,696,272030.0,158616.4,102081.0,33.25,13,1,0,0,0,13,0.0
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Poona Piagapo,PH1003517,58.7883,2.4433,4.1561,54.7691,62.8076,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,1470,1470,864.0,Poona Piagapo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,65.2344,2378,725,143135.2,110456.4,67940.5,22.53,7,1,0,0,0,7,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Tubaran,PH1903628,23.2345,4.5019,19.3759,15.8289,30.6401,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,1,0,1.0,1468,1468,341.0,Tubaran,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,44.9945,2172,692,144733.3,113573.4,64689.3,32.63,1,1,0,0,0,1,0.0
Region II (Cagayan Valley),PH02,Nueva Vizcaya,PH02050,Ambaguio,PH0205001,13.0847,2.0236,15.4654,9.7559,16.4136,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,10,0,1.0,1466,1466,192.0,Ambaguio,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,177.471,6273,300,271714.3,103179.9,34216.5,8.26,11,2,0,0,0,10,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Binidayan,PH1903605,21.9437,2.9287,13.3462,17.1261,26.7613,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,3,0,1.0,1456,1456,320.0,Binidayan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,15.1523,2319,628,186504.3,139801.2,73680.9,96.09,3,3,0,0,0,3,0.0
Region V (Bicol Region),PH05,Sorsogon,PH05062,Santa Magdalena,PH0506215,40.5162,2.6102,6.4423,36.2225,44.8099,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,16,0,1.0,1451,1451,588.0,Santa Magdalena,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,52.5272,5336,551,292700.7,123121.6,59502.8,27.62,16,2,0,0,0,16,0.0
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Balangiga,PH0802602,31.1974,0.8978,2.8777,29.7206,32.6743,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,2,0.7143,2030,1450,452.0,Balangiga,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,196.0982,5406,918,302947.2,172206.6,106702.4,10.35,7,3,1,0,1,5,0.2857
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,San Jose,PH0704617,22.2204,3.8252,17.215,15.9279,28.5129,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,11,1,0.9091,1585,1441,320.0,San Jose,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,51.7932,4323,707,333576.9,188193.6,111822.7,30.6,11,1,0,0,1,10,0.0909
Region VIII (Eastern Visayas),PH08,Biliran,PH08078,Culaba,PH0807805,17.0782,1.5375,9.0029,14.549,19.6075,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,5,0,1.0,1441,1441,246.0,Culaba,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,84.6887,3031,753,212991.2,137605.7,89212.8,17.02,5,1,0,0,0,5,0.0
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Pilar,PH1400119,8.3843,2.5342,30.225,4.2156,12.553,,cv_gt_30_high_uncertainty,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,20,0,1.0,1434,1434,120.0,Pilar,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,84.8095,5507,429,351018.1,161761.2,67545.4,16.91,20,1,0,0,0,20,0.0
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Garchitorena,PH0501714,44.0509,2.4413,5.542,40.035,48.0669,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,26,1,0.9615,1487,1430,630.0,Garchitorena,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,245.0008,7103,389,364804.7,126700.4,49324.9,6.07,26,3,0,1,0,25,0.0385
Region V (Bicol Region),PH05,Catanduanes,PH05020,Bato,PH0502003,21.4353,1.6574,7.7321,18.7088,24.1617,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,11,1,0.9091,1571,1428,306.0,Bato,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,51.9702,7452,523,383415.2,147411.7,66189.1,30.23,11,2,1,0,0,10,0.0909
Mimaropa Region,PH17,Palawan,PH17053,Culion,PH1705322,24.7556,3.1469,12.7119,19.5789,29.9323,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,2,0.8571,1666,1428,354.0,Culion,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,432.2006,5498,615,313558.8,149810.7,75150.6,3.85,15,3,1,1,0,12,0.1429
Region VII (Central Visayas),PH07,Cebu,PH07022,Tabuelan,PH0702249,24.9487,3.6968,14.8174,18.8675,31.0299,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,0,1.0,1418,1418,354.0,Tabuelan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,83.4554,4355,612,246746.6,140911.3,89936.4,16.99,15,3,0,0,0,15,0.0
Region VI (Western Visayas),PH06,Antique,PH06006,Sebaste,PH0600615,15.1074,2.242,14.8406,11.4193,18.7955,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,2,0.8462,1672,1415,214.0,Sebaste,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,106.5868,4895,740,329495.0,180451.7,104877.1,15.69,13,7,1,0,1,11,0.1538
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Mulondo,PH1903619,19.442,3.6444,18.7452,13.4469,25.4371,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,3,0,1.0,1415,1415,275.0,Mulondo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,12.6181,2482,627,191090.5,138320.3,78663.4,112.14,3,2,0,0,0,3,0.0
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Balingoan,PH1004303,20.7822,2.6542,12.7716,16.416,25.1484,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,3,0,1.0,1414,1414,294.0,Balingoan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,67.7031,3547,707,240197.1,142056.9,89332.7,20.89,3,2,0,0,0,3,0.0
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Dolores,PH1400107,7.8971,1.4829,18.7778,5.4577,10.3365,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,0,1.0,1398,1398,110.0,Dolores,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,44.6283,5888,364,374281.0,162914.1,59654.1,31.33,15,2,0,0,0,15,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Taraka,PH1903627,21.3588,2.7819,13.0247,16.7825,25.935,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,5,0,1.0,1393,1393,298.0,Taraka,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,9.5337,2617,607,210378.1,144970.7,82413.2,146.11,5,3,0,0,0,5,0.0
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Vallehermoso,PH0704624,40.2683,4.468,11.0957,32.9183,47.6182,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,18,0,1.0,1381,1381,556.0,Vallehermoso,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,92.7431,4878,429,259451.7,113141.7,55011.6,14.89,18,2,0,0,0,18,0.0
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Pagsanghan,PH0806026,29.4919,2.5086,8.506,25.3653,33.6185,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,4,0,1.0,1381,1381,407.0,Pagsanghan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,33.1992,2929,666,174930.4,109149.2,63720.6,41.6,4,2,0,0,0,4,0.0
Region VI (Western Visayas),PH06,Antique,PH06006,Barbaza,PH0600602,17.9749,1.5477,8.6104,15.4289,20.5208,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,10,2,0.8,1716,1373,247.0,Barbaza,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,176.6235,4540,715,354783.0,192825.6,107787.9,9.72,11,3,1,0,1,8,0.2
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Mercedes,PH0802616,30.0112,2.5906,8.632,25.7498,34.2727,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,3,0,1.0,1362,1362,409.0,Mercedes,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,19.8448,3187,662,167412.0,102923.0,63193.0,68.63,3,1,0,0,0,3,0.0
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,Lakewood,PH0907333,45.0543,4.7582,10.5609,37.2272,52.8815,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,3,0.5714,2372,1355,610.0,Lakewood,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,203.2432,4610,769,284645.7,188274.4,93445.8,11.67,7,3,1,0,2,4,0.4286
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Gamay,PH0804807,24.496,2.8888,11.7928,19.744,29.248,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,9,3,0.6667,2031,1354,332.0,Gamay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,84.6245,5304,841,288476.0,158847.5,86268.7,24.0,9,5,2,1,0,6,0.3333
Mimaropa Region,PH17,Romblon,PH17059,Alcantara,PH1705901,32.1231,3.361,10.4627,26.5943,37.6519,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,0,1.0,1339,1339,430.0,Alcantara,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,70.4788,4000,509,291517.8,146125.7,75346.5,19.0,13,2,0,0,0,13,0.0
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Alabat,PH0405602,9.2939,1.5498,16.6759,6.7444,11.8434,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,22,1,0.9545,1391,1328,123.0,Alabat,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,60.4118,3833,609,264945.1,139537.4,76858.7,23.03,23,3,1,0,0,21,0.0455
Region VII (Central Visayas),PH07,Bohol,PH07012,Danao,PH0701218,26.5306,2.0705,7.8042,23.1246,29.9366,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,0,1.0,1327,1327,352.0,Danao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,109.0805,4092,446,274064.4,126092.8,61291.5,12.17,19,2,0,0,0,19,0.0
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Tinglayan,PH1403215,8.7164,1.8058,20.7175,5.7458,11.687,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,17,0,1.0,1327,1327,116.0,Tinglayan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,213.9402,6125,253,275504.4,97971.2,30055.2,6.2,17,2,0,0,0,17,0.0
Region V (Bicol Region),PH05,Camarines Norte,PH05016,San Lorenzo Ruiz (Imelda),PH0501604,25.692,3.4412,13.3941,20.0312,31.3529,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,0,1.0,1323,1323,340.0,San Lorenzo Ruiz,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,89.9822,5461,428,297283.0,125583.1,58280.0,14.7,13,2,0,0,0,13,0.0
Region I (Ilocos Region),PH01,Ilocos Norte,PH01028,Nueva Era,PH0102814,6.5146,1.8442,28.3084,3.4809,9.5483,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,6,1,0.8333,1587,1322,86.0,Nueva Era,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,608.5958,6298,494,364559.3,175703.1,83120.3,2.61,6,2,0,1,0,5,0.1667
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Siruma,PH0501735,35.1683,3.8748,11.0178,28.7943,41.5424,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,25,1,0.96,1374,1319,464.0,Siruma,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,129.1296,6565,282,313843.8,115726.9,36939.0,10.64,25,3,1,0,0,24,0.04
Region II (Cagayan Valley),PH02,Nueva Vizcaya,PH02050,Santa Fe,PH0205012,9.5606,1.8501,19.3516,6.5172,12.6041,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,0,1.0,1306,1306,125.0,Santa Fe,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,247.1285,5908,270,355566.0,132869.7,45077.6,5.28,20,4,0,0,0,19,0.0
Region VII (Central Visayas),PH07,Bohol,PH07012,Batuan,PH0701207,20.742,2.969,14.314,15.8579,25.626,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,6,1,0.8333,1555,1296,269.0,Batuan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,84.8578,4383,674,304169.0,165505.7,91506.9,18.32,6,2,0,0,1,5,0.1667
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Sagada,PH1404409,12.1756,2.0423,16.7737,8.816,15.5352,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,10,3,0.7,1852,1296,158.0,Sagada,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,64.785,9161,361,521145.6,170955.3,49701.0,28.59,10,2,1,0,2,7,0.3
Region VI (Western Visayas),PH06,Aklan,PH06004,Buruanga,PH0600405,9.9081,1.3308,13.4318,7.7188,12.0973,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,8,2,0.75,1727,1295,128.0,Buruanga,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,69.1627,6086,633,358695.2,166302.0,83004.1,24.97,8,3,1,1,0,6,0.25
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Besao,PH1404403,13.9925,5.8927,42.1134,4.299,23.686,,cv_gt_30_high_uncertainty,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,17,2,0.8824,1461,1289,180.0,Besao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,130.4987,5594,344,252460.0,110717.5,41365.9,11.2,17,2,1,0,1,15,0.1176
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Pitogo,PH0405634,9.7816,1.745,17.8396,6.911,12.6521,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,6,1,0.8333,1544,1287,126.0,Pitogo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,79.5083,5449,573,308152.3,136662.2,70396.5,19.42,6,1,0,1,0,5,0.1667
Cordillera Administrative Region (CAR),PH14,Apayao,PH14081,Calanasan (Bayag),PH1408101,7.6365,1.7519,22.9407,4.7547,10.5183,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,0,1.0,1282,1282,98.0,Calanasan (Bayag),https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,1363.4099,6276,319,340759.9,129764.4,52831.1,0.94,23,4,0,0,0,23,0.0
Region V (Bicol Region),PH05,Camarines Norte,PH05016,Jose Panganiban,PH0501605,28.5329,2.1071,7.3849,25.0667,31.9991,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,34,3,0.9118,1404,1280,365.0,Jose Panganiban,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,176.3137,6432,345,427038.4,162559.7,68972.7,7.96,34,7,2,1,0,31,0.0882
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Sabangan,PH1404407,17.7801,3.3675,18.9397,12.2405,23.3196,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,18,0,1.0,1277,1277,227.0,Sabangan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,113.2028,5909,258,318120.0,111173.6,36523.1,11.28,18,2,0,0,0,18,0.0
Region V (Bicol Region),PH05,Masbate,PH05041,Batuan,PH0504104,21.9517,2.3717,10.8042,18.0503,25.8532,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,3,0,1.0,1273,1273,279.0,Batuan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,52.7541,4218,403,194937.9,88862.2,39144.3,24.13,3,1,0,0,0,3,0.0
