adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,area_sqkm,buildings_all,buildings_p85,buildings_p90,building_area_m2_all,building_area_m2_p85,building_area_m2_p90,buildings_p85_per_sqkm,registry_all,registry_principal,registry_clinical,osm_health,osm_hospital,osm_clinic,osm_doctors,registry_minus_osm_clinical,osm_to_registry_clinical_ratio,registry_gap_share,underobserved_buildings_adm3_p85_proxy
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Pagayawan (Tatarikan),PH1903620,48.69,2289,1480,654,153220.2,116722.6,64099.0,30.4,1,1,1,0,0,0,0,1,0.0,1.0,1480
Region V (Bicol Region),PH05,Albay,PH05005,Manito,PH0500511,94.2104,7322,2063,666,366178.3,157407.2,73794.7,21.9,7,3,7,2,1,1,0,5,0.2857,0.7143,1474
Region VII (Central Visayas),PH07,Bohol,PH07012,Lila,PH0701227,17.8821,3986,1473,647,325281.8,187697.4,108144.6,82.37,19,2,19,0,0,0,0,19,0.0,1.0,1473
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Kinoguitan,PH1004312,44.2692,3872,1472,696,272030.0,158616.4,102081.0,33.25,13,1,13,0,0,0,0,13,0.0,1.0,1472
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Poona Piagapo,PH1003517,65.2344,2378,1470,725,143135.2,110456.4,67940.5,22.53,7,1,7,0,0,0,0,7,0.0,1.0,1470
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Tubaran,PH1903628,44.9945,2172,1468,692,144733.3,113573.4,64689.3,32.63,1,1,1,0,0,0,0,1,0.0,1.0,1468
Region II (Cagayan Valley),PH02,Nueva Vizcaya,PH02050,Ambaguio,PH0205001,177.471,6273,1466,300,271714.3,103179.9,34216.5,8.26,11,2,10,0,0,0,0,10,0.0,1.0,1466
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Binidayan,PH1903605,15.1523,2319,1456,628,186504.3,139801.2,73680.9,96.09,3,3,3,0,0,0,0,3,0.0,1.0,1456
Region V (Bicol Region),PH05,Sorsogon,PH05062,Santa Magdalena,PH0506215,52.5272,5336,1451,551,292700.7,123121.6,59502.8,27.62,16,2,16,0,0,0,0,16,0.0,1.0,1451
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Balangiga,PH0802602,196.0982,5406,2030,918,302947.2,172206.6,106702.4,10.35,7,3,7,2,1,0,1,5,0.2857,0.7143,1450
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,San Jose,PH0704617,51.7932,4323,1585,707,333576.9,188193.6,111822.7,30.6,11,1,11,1,0,0,1,10,0.0909,0.9091,1441
Region VIII (Eastern Visayas),PH08,Biliran,PH08078,Culaba,PH0807805,84.6887,3031,1441,753,212991.2,137605.7,89212.8,17.02,5,1,5,0,0,0,0,5,0.0,1.0,1441
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Pilar,PH1400119,84.8095,5507,1434,429,351018.1,161761.2,67545.4,16.91,20,1,20,0,0,0,0,20,0.0,1.0,1434
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Garchitorena,PH0501714,245.0008,7103,1487,389,364804.7,126700.4,49324.9,6.07,26,3,26,1,0,1,0,25,0.0385,0.9615,1430
Region V (Bicol Region),PH05,Catanduanes,PH05020,Bato,PH0502003,51.9702,7452,1571,523,383415.2,147411.7,66189.1,30.23,11,2,11,1,1,0,0,10,0.0909,0.9091,1428
Mimaropa Region,PH17,Palawan,PH17053,Culion,PH1705322,432.2006,5498,1666,615,313558.8,149810.7,75150.6,3.85,15,3,14,2,1,1,0,12,0.1429,0.8571,1428
Region VII (Central Visayas),PH07,Cebu,PH07022,Tabuelan,PH0702249,83.4554,4355,1418,612,246746.6,140911.3,89936.4,16.99,15,3,15,0,0,0,0,15,0.0,1.0,1418
Region VI (Western Visayas),PH06,Antique,PH06006,Sebaste,PH0600615,106.5868,4895,1672,740,329495.0,180451.7,104877.1,15.69,13,7,13,2,1,0,1,11,0.1538,0.8462,1415
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Mulondo,PH1903619,12.6181,2482,1415,627,191090.5,138320.3,78663.4,112.14,3,2,3,0,0,0,0,3,0.0,1.0,1415
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Balingoan,PH1004303,67.7031,3547,1414,707,240197.1,142056.9,89332.7,20.89,3,2,3,0,0,0,0,3,0.0,1.0,1414
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Dolores,PH1400107,44.6283,5888,1398,364,374281.0,162914.1,59654.1,31.33,15,2,15,0,0,0,0,15,0.0,1.0,1398
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Taraka,PH1903627,9.5337,2617,1393,607,210378.1,144970.7,82413.2,146.11,5,3,5,0,0,0,0,5,0.0,1.0,1393
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Vallehermoso,PH0704624,92.7431,4878,1381,429,259451.7,113141.7,55011.6,14.89,18,2,18,0,0,0,0,18,0.0,1.0,1381
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Pagsanghan,PH0806026,33.1992,2929,1381,666,174930.4,109149.2,63720.6,41.6,4,2,4,0,0,0,0,4,0.0,1.0,1381
Region VI (Western Visayas),PH06,Antique,PH06006,Barbaza,PH0600602,176.6235,4540,1716,715,354783.0,192825.6,107787.9,9.72,11,3,10,2,1,0,1,8,0.2,0.8,1373
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Mercedes,PH0802616,19.8448,3187,1362,662,167412.0,102923.0,63193.0,68.63,3,1,3,0,0,0,0,3,0.0,1.0,1362
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,Lakewood,PH0907333,203.2432,4610,2372,769,284645.7,188274.4,93445.8,11.67,7,3,7,3,1,0,2,4,0.4286,0.5714,1355
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Gamay,PH0804807,84.6245,5304,2031,841,288476.0,158847.5,86268.7,24.0,9,5,9,3,2,1,0,6,0.3333,0.6667,1354
Mimaropa Region,PH17,Romblon,PH17059,Alcantara,PH1705901,70.4788,4000,1339,509,291517.8,146125.7,75346.5,19.0,13,2,13,0,0,0,0,13,0.0,1.0,1339
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Alabat,PH0405602,60.4118,3833,1391,609,264945.1,139537.4,76858.7,23.03,23,3,22,1,1,0,0,21,0.0455,0.9545,1328
Region VII (Central Visayas),PH07,Bohol,PH07012,Danao,PH0701218,109.0805,4092,1327,446,274064.4,126092.8,61291.5,12.17,19,2,19,0,0,0,0,19,0.0,1.0,1327
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Tinglayan,PH1403215,213.9402,6125,1327,253,275504.4,97971.2,30055.2,6.2,17,2,17,0,0,0,0,17,0.0,1.0,1327
Region V (Bicol Region),PH05,Camarines Norte,PH05016,San Lorenzo Ruiz (Imelda),PH0501604,89.9822,5461,1323,428,297283.0,125583.1,58280.0,14.7,13,2,13,0,0,0,0,13,0.0,1.0,1323
Region I (Ilocos Region),PH01,Ilocos Norte,PH01028,Nueva Era,PH0102814,608.5958,6298,1587,494,364559.3,175703.1,83120.3,2.61,6,2,6,1,0,1,0,5,0.1667,0.8333,1322
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Siruma,PH0501735,129.1296,6565,1374,282,313843.8,115726.9,36939.0,10.64,25,3,25,1,1,0,0,24,0.04,0.96,1319
Region II (Cagayan Valley),PH02,Nueva Vizcaya,PH02050,Santa Fe,PH0205012,247.1285,5908,1306,270,355566.0,132869.7,45077.6,5.28,20,4,19,0,0,0,0,19,0.0,1.0,1306
Region VII (Central Visayas),PH07,Bohol,PH07012,Batuan,PH0701207,84.8578,4383,1555,674,304169.0,165505.7,91506.9,18.32,6,2,6,1,0,0,1,5,0.1667,0.8333,1296
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Sagada,PH1404409,64.785,9161,1852,361,521145.6,170955.3,49701.0,28.59,10,2,10,3,1,0,2,7,0.3,0.7,1296
Region VI (Western Visayas),PH06,Aklan,PH06004,Buruanga,PH0600405,69.1627,6086,1727,633,358695.2,166302.0,83004.1,24.97,8,3,8,2,1,1,0,6,0.25,0.75,1295
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Besao,PH1404403,130.4987,5594,1461,344,252460.0,110717.5,41365.9,11.2,17,2,17,2,1,0,1,15,0.1176,0.8824,1289
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Pitogo,PH0405634,79.5083,5449,1544,573,308152.3,136662.2,70396.5,19.42,6,1,6,1,0,1,0,5,0.1667,0.8333,1287
Cordillera Administrative Region (CAR),PH14,Apayao,PH14081,Calanasan (Bayag),PH1408101,1363.4099,6276,1282,319,340759.9,129764.4,52831.1,0.94,23,4,23,0,0,0,0,23,0.0,1.0,1282
Region V (Bicol Region),PH05,Camarines Norte,PH05016,Jose Panganiban,PH0501605,176.3137,6432,1404,345,427038.4,162559.7,68972.7,7.96,34,7,34,3,2,1,0,31,0.0882,0.9118,1280
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Sabangan,PH1404407,113.2028,5909,1277,258,318120.0,111173.6,36523.1,11.28,18,2,18,0,0,0,0,18,0.0,1.0,1277
Region V (Bicol Region),PH05,Masbate,PH05041,Batuan,PH0504104,52.7541,4218,1273,403,194937.9,88862.2,39144.3,24.13,3,1,3,0,0,0,0,3,0.0,1.0,1273
Region VI (Western Visayas),PH06,Antique,PH06006,Valderrama,PH0600618,308.6164,4591,1409,591,279466.8,138496.2,82703.8,4.57,10,3,10,1,1,0,0,9,0.1,0.9,1268
Region VIII (Eastern Visayas),PH08,Southern Leyte,PH08064,Liloan,PH0806406,86.8469,3714,1406,683,280678.8,156275.4,94670.7,16.19,10,3,10,1,1,0,0,9,0.1,0.9,1265
Region VI (Western Visayas),PH06,Aklan,PH06004,Libacao,PH0600409,177.6025,4033,1577,686,281943.5,152600.5,82298.1,8.88,10,3,10,2,1,0,1,8,0.2,0.8,1262
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Pasil,PH1403208,337.0269,5535,1257,243,253953.5,94610.4,28919.8,3.73,17,2,17,0,0,0,0,17,0.0,1.0,1257
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Kalayaan,PH0403409,53.5859,5137,1236,303,396822.4,167213.7,73263.1,23.07,9,3,9,0,0,0,0,9,0.0,1.0,1236
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Padre Burgos,PH0405629,75.7028,4801,1481,532,298165.6,141463.8,72045.0,19.56,24,2,24,4,0,3,1,20,0.1667,0.8333,1234
Cordillera Administrative Region (CAR),PH14,Ifugao,PH14027,Mayoyao,PH1402706,273.8087,6443,1541,292,274005.1,110889.6,33729.9,5.63,30,2,30,6,5,0,1,24,0.2,0.8,1233
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Presentacion (Parubcan),PH0501729,154.5602,5085,1230,436,245032.8,94443.8,46007.6,7.96,20,2,20,0,0,0,0,20,0.0,1.0,1230
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Quezon,PH0405637,75.7071,4065,1227,442,252404.2,112514.3,53387.4,16.21,27,3,27,0,0,0,0,27,0.0,1.0,1227
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Calanogas,PH1903632,67.3931,2344,1223,398,131047.4,85601.7,36119.8,18.15,4,2,4,0,0,0,0,4,0.0,1.0,1223
Region XIII (Caraga),PH16,Surigao del Sur,PH16068,Bayabas,PH1606802,53.7202,3097,1213,553,202119.0,116700.8,65990.7,22.58,7,2,7,0,0,0,0,7,0.0,1.0,1213
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Mapanas,PH0804812,131.6516,3207,1385,639,160554.9,97280.6,57527.0,10.52,8,2,8,1,0,0,1,7,0.125,0.875,1212
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Macalelon,PH0405625,104.0121,4458,1406,491,250588.9,118171.4,57183.3,13.52,7,1,7,1,0,0,1,6,0.1429,0.8571,1205
Mimaropa Region,PH17,Romblon,PH17059,San Fernando,PH1705913,244.5705,4726,1502,642,308077.6,154196.5,87322.5,6.14,15,2,15,3,0,3,0,12,0.2,0.8,1202
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Tanudan,PH1403214,338.9503,4922,1293,268,215320.2,98752.1,33131.8,3.81,14,2,14,1,1,0,0,13,0.0714,0.9286,1201
Mimaropa Region,PH17,Palawan,PH17053,Balabac,PH1705304,559.1213,7694,1199,65,462189.2,168021.0,46127.7,2.14,11,2,11,0,0,0,0,11,0.0,1.0,1199
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Gainza,PH0501713,15.9098,4345,1346,529,204211.5,96747.9,47344.7,84.6,9,1,9,1,0,0,1,8,0.1111,0.8889,1196
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,San Miguel,PH0803743,112.3539,3152,1191,607,219421.7,119072.1,75317.4,10.6,7,3,7,0,0,0,0,7,0.0,1.0,1191
Region V (Bicol Region),PH05,Catanduanes,PH05020,Viga,PH0502010,168.2778,5985,1288,306,345709.2,122201.3,43541.2,7.65,13,2,13,1,1,0,0,12,0.0769,0.9231,1189
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Pangil,PH0403421,50.1747,5078,1318,339,416388.0,177196.6,72996.1,26.27,10,4,10,1,0,0,1,9,0.1,0.9,1186
Mimaropa Region,PH17,Occidental Mindoro,PH17051,Looc,PH1705103,129.2475,3488,1183,494,204653.0,104115.6,57209.5,9.15,4,2,4,0,0,0,0,4,0.0,1.0,1183
Region VII (Central Visayas),PH07,Bohol,PH07012,Alburquerque,PH0701201,28.5532,4732,1952,954,366546.1,238238.8,148680.5,68.36,5,2,5,2,0,1,1,3,0.4,0.6,1171
Region VIII (Eastern Visayas),PH08,Southern Leyte,PH08064,Libagon,PH0806405,105.3717,3240,1161,545,212982.8,111965.5,67304.0,11.02,4,1,4,0,0,0,0,4,0.0,1.0,1161
Region V (Bicol Region),PH05,Catanduanes,PH05020,Baras,PH0502002,71.1436,5147,1157,317,239687.9,90746.9,39493.0,16.26,5,1,5,0,0,0,0,5,0.0,1.0,1157
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Real,PH0405638,350.7673,5151,1152,280,373424.8,138858.6,49188.3,3.28,11,1,11,0,0,0,0,11,0.0,1.0,1152
Region X (Northern Mindanao),PH10,Camiguin,PH10018,Catarman,PH1001801,73.7542,2646,1144,569,238915.8,140182.1,87080.3,15.51,12,2,12,0,0,0,0,12,0.0,1.0,1144
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Rosario,PH0804816,60.677,3635,1137,404,183793.1,87688.0,41108.4,18.74,6,2,6,0,0,0,0,6,0.0,1.0,1137
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,San Jose,PH0804819,81.1194,6321,1805,698,331393.7,162931.4,93485.4,22.25,8,1,8,3,0,2,1,5,0.375,0.625,1128
Region III (Central Luzon),PH03,Aurora,PH03077,Dinalungan,PH0307704,326.3396,5160,1283,255,324375.8,122584.8,37065.3,3.93,8,1,8,1,0,0,1,7,0.125,0.875,1123
Region V (Bicol Region),PH05,Catanduanes,PH05020,Caramoran,PH0502004,281.5757,6034,1122,261,309262.7,99120.9,35035.2,3.98,13,3,13,0,0,0,0,13,0.0,1.0,1122
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Sallapadan,PH1400120,133.33,3938,1095,311,226121.2,104696.0,43282.5,8.21,6,1,6,0,0,0,0,6,0.0,1.0,1095
Region VIII (Eastern Visayas),PH08,Southern Leyte,PH08064,Pintuyan,PH0806411,44.8684,3615,1818,1056,224280.7,154655.2,106263.5,40.52,5,2,5,2,1,0,1,3,0.4,0.6,1091
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Alilem,PH0102901,114.4143,4336,1087,331,258654.0,114390.0,49054.4,9.5,11,2,10,0,0,0,0,10,0.0,1.0,1087
Mimaropa Region,PH17,Palawan,PH17053,Linapacan,PH1705313,159.7208,3653,1071,341,189187.5,85016.5,38128.4,6.71,10,1,10,0,0,0,0,10,0.0,1.0,1071
Region XIII (Caraga),PH16,Surigao del Norte,PH16067,Burgos,PH1606704,16.7401,2434,1281,732,136651.2,100535.8,69376.3,76.52,6,2,6,1,0,1,0,5,0.1667,0.8333,1067
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Biri,PH0804802,26.0177,4267,1234,467,206486.4,94468.5,47129.5,47.43,7,2,7,1,1,0,0,6,0.1429,0.8571,1058
Region VII (Central Visayas),PH07,Bohol,PH07012,Sikatuna,PH0701241,41.7896,3451,1317,583,253553.1,150421.8,81446.9,31.51,5,2,5,1,0,0,1,4,0.2,0.8,1054
Region VII (Central Visayas),PH07,Cebu,PH07022,Ginatilan,PH0702225,50.3144,4485,1203,479,302960.3,134988.8,73114.1,23.91,8,2,8,1,0,0,1,7,0.125,0.875,1053
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Nunungan,PH1003515,219.5746,1812,1053,429,73575.5,54116.4,31129.6,4.8,6,1,5,0,0,0,0,5,0.0,1.0,1053
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Victoria,PH0804823,134.7496,3886,1052,363,192183.8,81118.2,40748.2,7.81,11,2,11,0,0,0,0,11,0.0,1.0,1052
Region VI (Western Visayas),PH06,Aklan,PH06004,Madalag,PH0600410,291.636,3950,1276,497,252887.8,119253.4,60634.8,4.38,11,3,11,2,1,1,0,9,0.1818,0.8182,1044
Region VI (Western Visayas),PH06,Antique,PH06006,Belison,PH0600603,29.8253,3531,1171,544,281033.5,139574.4,78145.9,39.26,9,2,9,1,0,0,1,8,0.1111,0.8889,1041
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Hernani,PH0802610,49.4711,3333,1041,473,196731.6,114420.9,77144.0,21.04,6,2,6,0,0,0,0,6,0.0,1.0,1041
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Sugbongcogon,PH1004323,27.2894,2794,1028,470,215058.6,123174.8,73492.5,37.67,9,2,9,0,0,0,0,9,0.0,1.0,1028
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,San Juan,PH1400122,68.4263,5045,1027,246,316759.2,118027.3,42003.8,15.01,10,1,10,0,0,0,0,10,0.0,1.0,1027
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Norte,PH09072,La Libertad,PH0907204,54.8522,1777,1099,489,137139.2,103261.1,60762.2,20.04,15,2,15,1,0,1,0,14,0.0667,0.9333,1026
Region XIII (Caraga),PH16,Surigao del Sur,PH16068,City of Tandag (Capital),PH1606819,181.1182,20969,9662,5555,1528607.5,1007786.2,725677.4,53.35,32,4,19,17,1,12,4,2,0.8947,0.1053,1017
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Rizal,PH0403423,23.2806,5733,2011,792,402336.2,211228.3,110018.2,86.38,2,2,2,1,0,1,0,1,0.5,0.5,1006
Region VII (Central Visayas),PH07,Cebu,PH07022,Alegria,PH0702203,96.3748,4062,1198,416,300095.8,134629.3,62591.5,12.43,12,2,12,2,1,0,1,10,0.1667,0.8333,998
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Tamparan,PH1903626,8.426,3740,1994,857,299578.5,208750.6,118171.6,236.65,4,4,4,2,1,0,1,2,0.5,0.5,997
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Lapinig,PH0804809,48.3318,2392,992,445,131644.9,77966.1,46188.8,20.52,4,2,4,0,0,0,0,4,0.0,1.0,992
Region VII (Central Visayas),PH07,Cebu,PH07022,Alcantara,PH0702201,25.5874,2637,990,402,200730.8,113190.9,67264.9,38.69,11,2,11,0,0,0,0,11,0.0,1.0,990
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Polillo,PH0405636,235.034,4447,1083,302,379095.0,158712.0,68983.5,4.61,22,2,22,2,1,0,1,20,0.0909,0.9091,985
Region X (Northern Mindanao),PH10,Camiguin,PH10018,Sagay,PH1001805,35.352,2960,1108,552,205513.6,121000.6,78313.1,31.34,9,3,9,1,0,0,1,8,0.1111,0.8889,985
Cordillera Administrative Region (CAR),PH14,Ifugao,PH14027,Banaue,PH1402701,192.1831,6984,1272,267,365108.7,114610.5,36937.3,6.62,22,3,22,5,2,3,0,17,0.2273,0.7727,983
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Lubuagan,PH1403206,62.4302,4731,1133,224,225713.4,88935.8,30204.0,18.15,7,3,7,1,1,0,0,6,0.1429,0.8571,971
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Mabitac,PH0403414,47.6744,3866,963,226,360704.6,163329.9,69629.2,20.2,11,4,11,0,0,0,0,11,0.0,1.0,963
Mimaropa Region,PH17,Palawan,PH17053,Agutaya,PH1705302,30.9706,3430,959,322,176746.9,76154.0,33959.8,30.96,10,2,10,0,0,0,0,10,0.0,1.0,959
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Bacolod-Kalawi (Bacolod Grande),PH1903601,21.5833,1817,955,381,148663.0,98000.2,49634.5,44.25,7,2,7,0,0,0,0,7,0.0,1.0,955
Region VII (Central Visayas),PH07,Siquijor,PH07061,Enrique Villanueva,PH0706101,26.2975,2968,1037,449,205963.5,115235.8,64459.7,39.43,11,2,11,1,0,1,0,10,0.0909,0.9091,943
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Maydolong,PH0802615,189.5766,4698,1293,535,236814.0,110859.8,63984.5,6.82,7,2,7,2,0,2,0,5,0.2857,0.7143,924
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Luba,PH1400114,136.9962,3782,917,205,219163.6,87176.4,26603.7,6.69,9,1,9,0,0,0,0,9,0.0,1.0,917
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Burdeos,PH0405606,234.4197,4670,913,205,254377.0,90026.8,31608.8,3.89,14,1,14,0,0,0,0,14,0.0,1.0,913
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Paete,PH0403418,48.4662,5734,1424,312,365816.2,147519.9,49600.4,29.38,12,3,11,4,1,2,1,7,0.3636,0.6364,906
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Plaridel,PH0405635,18.4439,3568,1130,484,224582.0,113137.4,63076.2,61.27,5,1,5,1,0,1,0,4,0.2,0.8,904
Mimaropa Region,PH17,Romblon,PH17059,Magdiwang,PH1705908,78.9691,3156,897,340,189868.3,87370.4,43857.2,11.36,11,2,11,0,0,0,0,11,0.0,1.0,897
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Gonzaga,PH0201514,527.4568,23420,7163,2416,1373121.2,717926.9,340853.3,13.58,8,3,8,7,1,6,0,1,0.875,0.125,895
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Munai,PH1003514,140.0439,2343,1491,602,148963.6,110867.1,58118.6,10.65,6,2,5,2,0,2,0,3,0.4,0.6,895
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Balangkayan,PH0802603,185.9566,3483,890,347,163720.5,69051.9,36702.8,4.79,4,1,4,0,0,0,0,4,0.0,1.0,890
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,San Jose de Buan,PH0806014,297.7278,2310,890,390,99652.1,54803.3,30156.0,2.99,3,1,3,0,0,0,0,3,0.0,1.0,890
Region X (Northern Mindanao),PH10,Camiguin,PH10018,Guinsiliban,PH1001802,30.0752,2194,888,456,137000.8,81636.9,54610.0,29.53,5,1,5,0,0,0,0,5,0.0,1.0,888
Cordillera Administrative Region (CAR),PH14,Mountain Province,PH14044,Barlig,PH1404401,252.5147,3597,874,155,167976.3,67027.6,21243.0,3.46,15,3,15,0,0,0,0,15,0.0,1.0,874
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Nagbukel,PH0102913,42.4201,2699,868,285,194352.0,102576.0,44916.7,20.46,10,2,9,0,0,0,0,9,0.0,1.0,868
Cordillera Administrative Region (CAR),PH14,Ifugao,PH14027,Hingyon,PH1402709,57.2467,3924,931,229,216597.9,86057.6,32628.5,16.26,13,1,13,1,0,1,0,12,0.0769,0.9231,859
Mimaropa Region,PH17,Romblon,PH17059,Corcuera,PH1705906,20.4726,2540,858,365,147149.7,76245.9,41470.5,41.91,15,2,15,0,0,0,0,15,0.0,1.0,858
Region VIII (Eastern Visayas),PH08,Biliran,PH08078,Maripipi,PH0807807,29.0922,2691,1026,451,186771.9,108578.9,61895.6,35.27,6,2,6,1,0,0,1,5,0.1667,0.8333,855
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Peñarrubia,PH1400117,39.5392,3367,854,249,229668.6,104848.4,41158.0,21.6,11,2,11,0,0,0,0,11,0.0,1.0,854
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Hinabangan,PH0806008,400.4732,2956,1065,439,181202.9,92313.9,48894.4,2.66,5,2,5,1,0,0,1,4,0.2,0.8,852
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Lumbayanague,PH1903636,17.2463,1713,850,372,133098.7,81640.6,43365.8,49.29,2,2,2,0,0,0,0,2,0.0,1.0,850
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Lope De Vega,PH0804824,243.4916,3253,840,291,140286.7,57340.8,29869.5,3.45,8,2,8,0,0,0,0,8,0.0,1.0,840
Region V (Bicol Region),PH05,Catanduanes,PH05020,San Miguel,PH0502009,242.9119,4314,820,215,194332.9,61689.9,25070.6,3.38,9,2,9,0,0,0,0,9,0.0,1.0,820
Mimaropa Region,PH17,Romblon,PH17059,San Jose,PH1705914,28.0768,3867,1433,628,231460.5,131629.8,74288.1,51.04,7,2,7,3,1,1,1,4,0.4286,0.5714,819
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Sugpon,PH0102931,106.3261,3902,815,189,155742.4,61729.4,23438.1,7.67,8,2,8,0,0,0,0,8,0.0,1.0,815
Region XIII (Caraga),PH16,Surigao del Norte,PH16067,San Benito,PH1606718,49.4528,2090,794,357,108809.7,59768.4,33893.9,16.06,3,1,3,0,0,0,0,3,0.0,1.0,794
Region XIII (Caraga),PH16,Dinagat Islands,PH16085,Tubajon,PH1608507,88.5462,2691,1055,428,162840.4,91514.3,51042.6,11.91,8,2,8,2,0,1,1,6,0.25,0.75,791
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Villaviciosa,PH1400127,88.7812,2994,785,216,197281.9,86641.8,34807.1,8.84,9,2,9,0,0,0,0,9,0.0,1.0,785
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Panukulan,PH0405631,210.267,3819,778,140,203140.6,70114.6,22836.8,3.7,5,1,5,0,0,0,0,5,0.0,1.0,778
Region II (Cagayan Valley),PH02,Isabela,PH02031,Divilacan,PH0203111,528.5514,2478,776,206,150710.2,76162.6,32765.5,1.47,14,2,13,0,0,0,0,13,0.0,1.0,776
Cordillera Administrative Region (CAR),PH14,Ifugao,PH14027,Hungduan,PH1402702,241.4518,3313,776,158,165542.2,63402.0,23740.0,3.21,15,2,15,0,0,0,0,15,0.0,1.0,776
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Santo Niño,PH0806018,29.9884,3377,770,271,190218.2,68223.5,30969.1,25.68,4,1,4,0,0,0,0,4,0.0,1.0,770
Mimaropa Region,PH17,Palawan,PH17053,Busuanga,PH1705307,404.5388,7072,2157,754,398281.4,190433.3,96201.3,5.33,14,1,14,9,0,8,1,5,0.6429,0.3571,770
